operation,year,sample_label,date,julian_day,leg,lat_deg,lat_min,lat_ns,long_deg,long_min,long_EW,station,ctd,bottle,sample_code,sample_type,depth_level,depth_m,snow_cover,fsw_added_mL,total_volume_after_melting_mL,ice_corrected,sampling_person,sampling_comment,fcm_instrument,fcm_operator,file_fluo_nat,Syn_mL,Pico_mL,Pico_FSC,Pico_SSC,Pico_Chl,Nano_mL,Nano_FSC,Nano_SSC,Nano_Chl,Crypto_mL,Crypto_FSC,Crypto_SSC,Crypto_PE,Crypto_Chl,file_bact,HBact_mL,HBact_SSC,HBact_DNA,LBact_mL,LBact_SSC,LBact_DNA,Bact_mL
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,17,16,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD017-B16-10M,0,1394,,,,2909,,,,56,,,,,B_CTD017-B16-10M,,,,,,,296574
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,17,14,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD017-B14-15M,0,1283,,,,3066,,,,96,,,,,B_CTD017-B14-15M,,,,,,,293221
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,17,12,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD017-B12-20M,0,1091,,,,3136,,,,20,,,,,B_CTD017-B12-20M,,,,,,,284250
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,17,9,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD017-B9-30M,0,838,,,,2414,,,,35,,,,,B_CTD017-B9-30M,,,,,,,278338
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,17,7,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD017-B7-40M,0,662,,,,1510,,,,0,,,,,B_CTD017-B7-40M,,,,,,,227882
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,17,5,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD017-B5-60M,0,242,,,,500,,,,0,,,,,B_CTD017-B5-60M,,,,,,,196647
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,17,3,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD017-B3-80M,0,141,,,,227,,,,0,,,,,B_CTD017-B3-80M,,,,,,,155882
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,17,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD017-B1-100M,0,0,,,,35,,,,0,,,,,B_CTD017-B1-100M,,,,,,,140088
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,18,19,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B19-0M_Rate64,0,2990,,,,1589,,,,125,,,,,B_CTD018-B19-0M_Rate34,,,,,,,389779
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,18,17,,water,,12,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B17-12M,0,2813,,,,1760,,,,115,,,,,B_CTD018-B17-12M,,,,,,,370397
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,18,15,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B15-20M,0,3339,,,,1620,,,,104,,,,,B_CTD018-B15-20M,,,,,,,352441
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,18,13,,water,,32,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B17-32M,0,2250,,,,1474,,,,52,,,,,B_CTD018-B17-32M,,,,,,,330132
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,18,10,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B10-40M,0,2135,,,,1448,,,,16,,,,,B_CTD018-B10-40M,,,,,,,327132
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,18,7,,water,,45,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B7-45M,0,1302,,,,781,,,,21,,,,,B_CTD018-B7-45M,,,,,,,301500
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,18,6,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B6-60M,0,339,,,,271,,,,0,,,,,B_CTD018-B6-60M,,,,,,,277412
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,18,5,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B5-80M,0,73,,,,47,,,,0,,,,,B_CTD018-B5-80M,,,,,,,187338
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,18,4,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B4-100M,0,21,,,,16,,,,0,,,,,B_CTD018-B4-100M,,,,,,,195515
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,18,3,,water,,150,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B3-150M,0,0,,,,0,,,,0,,,,,B_CTD018-B3-150M,,,,,,,212162
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,18,2,,water,,200,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B2-200M,0,354,,,,99,,,,0,,,,,B_CTD018-B2-200M,,,,,,,199647
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,18,1,,water,,350,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B1-350M,0,0,,,,0,,,,0,,,,,B_CTD018-B1-350M,,,,,,,163382
Amundsen,2016,,2016-06-12,,,68,32,N,60,8,W,G110,18,19,,TFF,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B19-0M_TFF,0,45891,,,,39859,,,,6646,,,,,,,,,,,,
Amundsen,2016,,2016-06-13,,,68,32,N,60,8,W,G110,18,15,,TFF,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD018-B15-20M_TFF,0,172109,,,,48432,,,,1495,,,,,,,,,,,,
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,24,18,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD024-B18-0M_Rate59,0,1356,,,,1870,,,,40,,,,,B_CTD024-B18-0M_Rate34,,,,,,,361559
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,24,16,,water,,5,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD024-B16-5M,0,1271,,,,1633,,,,23,,,,,B_CTD024-B16-5M,,,,,,,365750
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,24,14,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD024-B14-10M,0,1328,,,,1887,,,,62,,,,,B_CTD024-B14-10M,,,,,,,355147
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,24,13,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD024-B13-15M,0,1068,,,,1638,,,,56,,,,,B_CTD024-B13-15M,,,,,,,352162
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,24,10,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD024-B10-20M,0,446,,,,1040,,,,51,,,,,B_CTD024-B10-20M,,,,,,,310809
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,24,7,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD024-B7-30M,0,203,,,,576,,,,96,,,,,B_CTD024-B7-30M,,,,,,,279706
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,24,5,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD024-B5-40M,0,107,,,,249,,,,0,,,,,B_CTD024-B5-40M,,,,,,,177412
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,24,3,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD024-B3-50M,0,45,,,,51,,,,0,,,,,B_CTD024-B3-50M,,,,,,,158750
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,24,2,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD024-B2-60M,0,0,,,,0,,,,0,,,,,B_CTD024-B2-60M,,,,,,,124706
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,24,1,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD024-B1-80M,0,0,,,,0,,,,0,,,,,B_CTD024-B1-80M,,,,,,,125059
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,25,19,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B19-0M_Rate62,0,1237,,,,1672,,,,59,,,,,B_CTD025-B19-0M_Rate34,,,,,,,395059
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,25,17,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B17-15M,0,726,,,,1371,,,,38,,,,,B_CTD025-B17-15M,,,,,,,365162
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,25,14,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B14-25M,0,301,,,,1151,,,,0,,,,,B_CTD025-B14-25M,,,,,,,304235
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,25,13,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B13-40M,0,75,,,,247,,,,0,,,,,B_CTD025-B13-40M,,,,,,,174706
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,25,10,,water,,49,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B10-49M,0,22,,,,43,,,,0,,,,,B_CTD025-B10-49M,,,,,,,126191
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,25,7,,water,,57,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B7-57M,0,0,,,,11,,,,0,,,,,B_CTD025-B7-57M,,,,,,,130324
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,25,6,,water,,77,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B6-77M,0,0,,,,0,,,,0,,,,,B_CTD025-B6-77M,,,,,,,140162
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,25,5,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B5-100M,0,177,,,,306,,,,0,,,,,B_CTD025-B5-100M,,,,,,,199206
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,25,4,,water,,150,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B4-150M,0,16,,,,32,,,,0,,,,,B_CTD025-B4-150M,,,,,,,141412
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,25,3,,water,,200,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B3-200M,0,86,,,,102,,,,0,,,,,B_CTD025-B3-200M,,,,,,,151338
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,25,2,,water,,250,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B2-250M,0,102,,,,129,,,,0,,,,,B_CTD025-B2-250M,,,,,,,203897
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,25,1,,water,,350,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B1-350M,0,0,,,,0,,,,0,,,,,B_CTD025-B1-350M,,,,,,,126132
Amundsen,2016,,2016-06-13,,,68,27,N,61,21,W,G115,25,19,,TFF,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B19-0M_TFF,0,36140,,,,50505,,,,2263,,,,,,,,,,,,
Amundsen,2016,,2016-06-14,,,68,27,N,61,21,W,G115,25,14,,TFF,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD025-B14-25M_TFF,0,6688,,,,10715,,,,844,,,,,,,,,,,,
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,28,18,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B18-0M_Rate64,0,9495,,,,911,,,,94,,,,,B_CTD029-B18-0M_Rate34,,,,,,,606324
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,28,16,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B16-10M,0,9047,,,,1151,,,,42,,,,,B_CTD029-B16-10M,,,,,,,565559
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,28,14,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B14-20M,0,7266,,,,1120,,,,26,,,,,B_CTD029-B14-20M,,,,,,,498000
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,28,12,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B12-30M,0,3078,,,,974,,,,21,,,,,B_CTD029-B12-30M,,,,,,,329750
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,28,11,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B11-40M,0,3271,,,,1188,,,,0,,,,,B_CTD029-B11-40M,,,,,,,379794
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,28,7,,water,,45,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B7-45M,0,1563,,,,656,,,,0,,,,,B_CTD029-B7-45M,,,,,,,276897
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,28,5,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B5-50M,0,1250,,,,521,,,,0,,,,,B_CTD029-B5-50M,,,,,,,265794
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,28,3,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B3-60M,0,1167,,,,495,,,,0,,,,,B_CTD029-B3-60M,,,,,,,277250
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,28,2,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B2-80M,0,427,,,,172,,,,0,,,,,B_CTD029-B2-80M,,,,,,,211676
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,28,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B1-100M,0,250,,,,156,,,,0,,,,,B_CTD029-B1-100M,,,,,,,187735
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,29,19,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B19-0M_Rate64,0,9802,,,,818,,,,68,,,,,B_CTD029-B19-0M_Rate34,,,,,,,585044
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,29,16,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B16-15M,0,7630,,,,990,,,,68,,,,,B_CTD029-B16-15M,,,,,,,516529
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,29,15,,water,,17,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B15-17M,0,5490,,,,891,,,,83,,,,,B_CTD029-B15-17M,,,,,,,526147
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,29,13,,water,,21,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B13-21M,0,7432,,,,875,,,,57,,,,,B_CTD029-B13-21M,,,,,,,495324
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,29,11,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B11-25M,0,8068,,,,786,,,,89,,,,,B_CTD029-B11-25M,,,,,,,489426
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,29,8,,water,,32,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B8-32M,0,5078,,,,1005,,,,99,,,,,B_CTD029-B8-32M,,,,,,,440824
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,29,4,,water,,46,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B4-46M,0,2182,,,,500,,,,36,,,,,B_CTD029-B4-46M,,,,,,,281221
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,29,3,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B3-1000M,0,151,,,,36,,,,0,,,,,B_CTD029-B3-1000M,,,,,,,158515
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,29,2,,water,,150,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B2-150M,0,0,,,,0,,,,0,,,,,B_CTD029-B2-150M,,,,,,,146603
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,29,1,,water,,350,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B1-350M,0,0,,,,0,,,,0,,,,,B_CTD029-B1-350M,,,,,,,137368
Amundsen,2016,,2016-06-14,,,68,38,N,59,55,W,G201,29,19,,TFF,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B19-0M_TFF,0,351365,,,,30766,,,,3141,,,,,,,,,,,,
Amundsen,2016,,2016-06-15,,,68,38,N,59,55,W,G201,29,15,,TFF,,17,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD029-B15-17M_TFF,0,237182,,,,23844,,,,2849,,,,,,,,,,,,
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,33,18,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD033-B18-0M_Rate58,0,10247,,,,3667,,,,29,,,,,B_CTD033-B18-0M_Rate30,,,,,,,1680700
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,33,16,,water,,5,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD033-B16-5M,0,10282,,,,1868,,,,34,,,,,B_CTD033-B16-5M,,,,,,,1681150
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,33,14,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD033-B14-10M,0,10184,,,,5011,,,,63,,,,,B_CTD033-B14-10M,,,,,,,1304250
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,33,13,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD033-B13-15M,0,9322,,,,3489,,,,72,,,,,B_CTD033-B13-15M,,,,,,,1648983
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,33,9,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD033-B9-20M,0,12149,,,,1454,,,,40,,,,,B_CTD033-B9-20M,,,,,,,1046717
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,33,7,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD033-B7-25M,0,13983,,,,420,,,,23,,,,,B_CTD033-B7-25M,,,,,,,905683
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,33,5,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD033-B5-30M,0,15069,,,,420,,,,0,,,,,B_CTD033-B5-30M,,,,,,,796367
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,33,3,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD033-B3-40M,0,2684,,,,420,,,,0,,,,,B_CTD033-B3-40M,,,,,,,375150
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,33,2,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD033-B2-50M,0,540,,,,247,,,,0,,,,,B_CTD033-B2-50M,,,,,,,233700
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,33,1,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD033-B1-80M,0,98,,,,98,,,,0,,,,,B_CTD033-B1-80M,,,,,,,195833
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,34,20,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B20-0M_Rate60,0,14289,,,,4883,,,,39,,,,,B_CTD034-B20-0M_Rate30,,,,,,,2259417
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,34,18,,water,,13,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B18-13M,0,9322,,,,3489,,,,72,,,,,B_CTD034-B18-13M,,,,,,,1648983
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,34,15,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B15-20M,0,11372,,,,1200,,,,17,,,,,B_CTD034-B15-20M,,,,,,,1158300
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,34,10,,water,,29,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B10-29M,0,11133,,,,450,,,,0,,,,,B_CTD034-B10-29M,,,,,,,732550
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,34,9,,water,,39,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B9-39M,0,5206,,,,522,,,,0,,,,,B_CTD034-B9-39M,,,,,,,484650
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,34,7,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B7-50M,0,1683,,,,450,,,,0,,,,,B_CTD034-B7-50M,,,,,,,307417
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,34,6,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B6-60M,0,2072,,,,289,,,,78,,,,,B_CTD034-B6-60M,,,,,,,341233
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,34,5,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B5-80M,0,278,,,,78,,,,106,,,,,B_CTD034-B5-80M,,,,,,,223900
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,34,4,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B4-100M,0,606,,,,106,,,,0,,,,,B_CTD034-B4-100M,,,,,,,286017
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,34,3,,water,,150,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B3-150M,,39,,,,,,,,350,,,,,B_CTD034-B3-150M,,,,,,,163317
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,34,2,,water,,200,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B2-200M,0,1772,,,,350,,,,0,,,,,B_CTD034-B2-200M,,,,,,,464383
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,34,1,,water,,350,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B1-350M,0,0,,,,0,,,,0,,,,,B_CTD034-B1-350M,,,,,,,168733
Amundsen,2016,,2016-06-15,,,68,42,N,59,15,W,G204,34,20,,TFF,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B20-0M_TFF,0,363028,,,,180506,,,,528,,,,,,,,,,,,
Amundsen,2016,,2016-06-16,,,68,42,N,59,15,W,G204,34,15,,TFF,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD034-B15-20M_TFF,0,512372,,,,33067,,,,1194,,,,,,,,,,,,
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,39,18,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD039-B20-0M_Rate65,0,16339,,,,6506,,,,0,,,,,H_CTD039-B20-0M_Rate30,,,,,,,1903783
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,39,16,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD039-B20-10M,0,15589,,,,11356,,,,0,,,,,H_CTD039-B20-10M,,,,,,,1849600
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,39,13,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD039-B13-15M,0,12950,,,,14144,,,,0,,,,,H_CTD039-B13-15M,,,,,,,1517700
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,39,12,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD039-B12-20M,0,11683,,,,11078,,,,0,,,,,H_CTD039-B12-20M,,,,,,,1559417
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,39,9,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD039-B9-25M,0,11906,,,,4717,,,,0,,,,,H_CTD039-B9-25M,,,,,,,918650
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,39,7,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD039-B7-30M,0,10344,,,,1544,,,,0,,,,,H_CTD039-B7-30M,,,,,,,714950
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,39,5,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD039-B5-35M,0,9294,,,,439,,,,0,,,,,H_CTD039-B5-35M,,,,,,,632783
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,39,3,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD039-B3-40M,0,3561,,,,344,,,,0,,,,,H_CTD039-B3-40M,,,,,,,499017
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,39,2,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD039-B2-50M,0,756,,,,239,,,,0,,,,,H_CTD039-B2-50M,,,,,,,68367
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,39,1,,water,,70,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD039-B1-70M,0,333,,,,117,,,,0,,,,,H_CTD039-B1-70M,,,,,,,61017
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,40,20,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B20-0M_Rate65,0,14877,,,,2518,,,,0,,,,,H_CTD040-B20-0M_Rate33,,,,,,,1815030
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,40,18,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B18-15M,0,16118,,,,10749,,,,0,,,,,H_CTD040-B18-15M,,,,,,,1565136
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,40,13,,water,,19,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B13-19M,0,11703,,,,7379,,,,0,,,,,H_CTD040-B13-19M,,,,,,,1087682
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,40,9,,water,,29,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B9-29M,0,8610,,,,1415,,,,0,,,,,H_CTD040-B9-29M,,,,,,,658939
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,40,8,,water,,37,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B8-37M,0,6974,,,,662,,,,0,,,,,H_CTD040-B8-37M,,,,,,,530485
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,40,7,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B7-50M,0,1379,,,,241,,,,0,,,,,H_CTD040-B7-50M,,,,,,,323591
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,40,6,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B6-60M,0,1451,,,,215,,,,0,,,,,H_CTD040-B6-60M,,,,,,,490485
